,bert_precision,bert_recall,bert_f1,bleu_score,bleu_counts,bleu_totals,bleu_precisions,bleu_bp,bleu_sys_len,bleu_ref_len,rouge_rouge1,rouge_rouge2,rouge_rougeL,rouge_rougeLsum
42,0.9585825800895691,0.9493256211280823,0.9521559476852417,81.87493306696196,"[37, 31, 27, 23]","[37, 36, 35, 34]","[100.0, 86.11111111111111, 77.14285714285714, 67.6470588235294]",1.0,37,36,0.898550724637681,0.8059701492537312,0.7096774193548389,0.7096774193548389
43,0.841416597366333,0.815446138381958,0.8282278180122375,26.269098944241577,"[6, 4, 2, 0]","[10, 9, 8, 7]","[60.0, 44.44444444444444, 25.0, 7.142857142857143]",1.0,10,8,0.6,0.4444444444444444,0.6,0.6
44,0.9363150000572205,0.9242363572120667,0.9302364587783813,28.110041382951884,"[10, 5, 3, 1]","[14, 13, 12, 11]","[71.42857142857143, 38.46153846153846, 25.0, 9.090909090909092]",1.0,14,14,0.7199999999999999,0.43478260869565216,0.64,0.64
45,0.9400106072425842,0.9190273880958557,0.9294005632400513,59.460355750136046,"[25, 18, 13, 9]","[27, 26, 25, 24]","[92.5925925925926, 69.23076923076923, 52.0, 37.5]",1.0,27,26,0.8749999999999999,0.6086956521739131,0.6666666666666666,0.6666666666666666
46,0.9379711151123047,0.9428176879882812,0.9403881430625916,24.601372576927545,"[18, 10, 5, 2]","[28, 27, 26, 25]","[64.28571428571429, 37.03703703703704, 19.23076923076923, 8.0]",1.0,28,25,0.7391304347826089,0.4090909090909091,0.6521739130434783,0.6521739130434783
47,0.9399208426475525,0.9153531789779663,0.9172608256340027,62.23329772884783,"[17, 12, 9, 6]","[18, 17, 16, 15]","[94.44444444444444, 70.58823529411765, 56.25, 40.0]",1.0,18,18,0.896551724137931,0.5714285714285714,0.8000000000000002,0.8000000000000002
48,0.9493085145950317,0.9428309798240662,0.9412979483604431,56.620059613974085,"[41, 32, 22, 14]","[42, 41, 40, 39]","[97.61904761904762, 78.04878048780488, 55.0, 35.8974358974359]",0.909156442876713,42,46,0.8500000000000001,0.5569620253164557,0.7160493827160495,0.7160493827160495
49,0.894995391368866,0.8907619714736938,0.8928737044334412,30.839543242909617,"[31, 16, 8, 5]","[40, 39, 38, 37]","[77.5, 41.02564102564103, 21.05263157894737, 13.513513513513514]",1.0,40,39,0.7837837837837838,0.3888888888888889,0.5070422535211268,0.5070422535211268
50,0.9416161179542542,0.9704092741012573,0.9557958841323853,75.06238537503395,"[8, 6, 5, 4]","[9, 8, 7, 6]","[88.88888888888889, 75.0, 71.42857142857143, 66.66666666666667]",1.0,9,9,0.8888888888888888,0.875,0.8888888888888888,0.8888888888888888
51,0.9486976861953735,0.9674416780471802,0.9579780101776123,90.6521595778787,"[34, 32, 30, 26]","[35, 34, 33, 32]","[97.14285714285714, 94.11764705882354, 90.9090909090909, 81.25]",1.0,35,35,0.9393939393939394,0.71875,0.7272727272727273,0.7272727272727273
52,0.9710559248924255,0.9621901512145996,0.9666026830673218,50.69811651197185,"[20, 13, 9, 6]","[23, 22, 21, 20]","[86.95652173913044, 59.09090909090909, 42.857142857142854, 30.0]",1.0,23,23,0.7906976744186046,0.5853658536585366,0.7906976744186046,0.7906976744186046
53,0.9421850442886353,0.9384136199951172,0.9402955174446106,40.45533557851105,"[9, 5, 3, 1]","[10, 9, 8, 7]","[90.0, 55.55555555555556, 37.5, 14.285714285714286]",1.0,10,10,0.9411764705882353,0.5333333333333333,0.823529411764706,0.823529411764706
54,0.9601596593856812,0.9413590431213379,0.949503481388092,51.54486831107658,"[7, 5, 3, 1]","[7, 6, 5, 4]","[100.0, 83.33333333333333, 60.0, 25.0]",0.8668778997501817,7,8,0.7999999999999999,0.6153846153846153,0.7999999999999999,0.7999999999999999
55,0.975365400314331,0.9952380657196045,0.9852015376091003,73.76992540391842,"[14, 11, 9, 7]","[15, 14, 13, 12]","[93.33333333333333, 78.57142857142857, 69.23076923076923, 58.333333333333336]",1.0,15,15,0.923076923076923,0.8333333333333333,0.923076923076923,0.923076923076923
56,0.977550745010376,0.9648028612136841,0.9689323902130127,65.91844162499147,"[12, 9, 7, 6]","[14, 13, 12, 11]","[85.71428571428571, 69.23076923076923, 58.333333333333336, 54.54545454545455]",1.0,14,14,0.8181818181818182,0.5714285714285713,0.7826086956521738,0.7826086956521738
57,0.9608439207077026,0.9431767463684082,0.9519283771514893,53.314119147981316,"[20, 13, 9, 6]","[21, 20, 19, 18]","[95.23809523809524, 65.0, 47.36842105263158, 33.333333333333336]",0.9534969548334766,21,22,0.8235294117647058,0.5882352941176471,0.7222222222222222,0.7222222222222222
