,med_scores,record_idx,f1_scores
40720,23.666666666666668,15288,0.6666666666666666
40721,23.666666666666668,15288,0.6666666666666666
40722,23.666666666666668,15288,0.6666666666666666
40723,22.666666666666668,15289,1.0
40724,22.666666666666668,15289,1.0
40725,24.166666666666668,15289,0.8
40726,24.25,15290,0.5714285714285715
40727,21.22222222222222,15291,0.6666666666666666
40728,20.666666666666668,15291,1.0
40729,22.333333333333332,15291,0.3333333333333333
40730,18.88888888888889,15292,1.0
40731,19.333333333333332,15292,0.8
40732,14.0,15293,1.0
40733,14.555555555555555,15293,0.3333333333333333
40734,15.333333333333334,15293,0.6666666666666666
40735,23.77777777777778,15294,1.0
40736,23.77777777777778,15294,1.0
40737,19.555555555555557,15295,0.0
40738,19.555555555555557,15295,0.0
40739,17.555555555555557,15295,1.0
40740,13.333333333333334,15296,0.6666666666666666
40741,16.666666666666668,15297,0.4
40742,16.555555555555557,15297,0.6666666666666666
40743,23.083333333333332,15298,0.5714285714285715
40744,22.22222222222222,15298,0.6666666666666666
40745,22.555555555555557,15298,0.6666666666666666
40746,18.444444444444443,15299,1.0
40747,18.444444444444443,15299,1.0
40748,18.444444444444443,15299,1.0
40749,17.444444444444443,15300,0.6666666666666666
40750,17.555555555555557,15300,1.0
40751,17.555555555555557,15300,1.0
40752,21.666666666666668,15301,0.0
40753,21.88888888888889,15301,0.0
40754,19.11111111111111,15301,0.3333333333333333
40755,15.444444444444445,15302,0.6666666666666666
40756,15.444444444444445,15302,0.6666666666666666
40757,15.444444444444445,15302,0.6666666666666666
40758,15.333333333333334,15303,1.0
40759,15.333333333333334,15303,1.0
40760,15.333333333333334,15303,1.0
40761,12.333333333333334,15304,0.3333333333333333
40762,14.666666666666666,15305,1.0
40763,15.777777777777779,15305,0.6666666666666666
40764,14.666666666666666,15305,1.0
40765,17.11111111111111,15306,1.0
40766,17.11111111111111,15306,1.0
40767,17.11111111111111,15306,1.0
40768,21.333333333333332,15307,0.4
40769,20.166666666666668,15307,0.4
40770,20.88888888888889,15307,0.6666666666666666
40771,20.555555555555557,15308,0.6666666666666666
40772,20.555555555555557,15308,0.6666666666666666
40773,26.333333333333332,15308,0.0
40774,12.666666666666666,15309,1.0
40775,12.666666666666666,15309,1.0
40776,12.666666666666666,15309,1.0
40777,15.11111111111111,15310,1.0
40778,15.11111111111111,15310,1.0
40779,24.0,15311,0.8
40780,24.0,15311,0.8
40781,22.22222222222222,15311,1.0
40782,22.444444444444443,15312,0.6666666666666666
40783,22.444444444444443,15312,0.6666666666666666
40784,22.444444444444443,15312,0.6666666666666666
40785,19.333333333333332,15313,0.8
40786,19.11111111111111,15313,1.0
40787,19.333333333333332,15313,0.8
40788,26.0,15314,0.6666666666666666
40789,25.666666666666668,15314,0.8
40790,23.77777777777778,15314,1.0
40791,23.5,15315,0.8
40792,22.666666666666668,15315,0.4
40793,21.77777777777778,15315,1.0
40794,15.777777777777779,15316,0.6666666666666666
40795,15.777777777777779,15316,0.6666666666666666
40796,15.333333333333334,15316,1.0
40797,28.0,15317,0.8
40798,29.0,15317,0.5
40799,28.0,15317,0.8
40800,24.0,15318,0.6666666666666666
40801,13.0,15319,0.5
40802,15.88888888888889,15319,0.6666666666666666
40803,13.333333333333334,15319,0.8
40804,22.88888888888889,15320,0.6666666666666666
40805,22.88888888888889,15320,0.0
40806,22.666666666666668,15320,0.3333333333333333
40807,16.22222222222222,15321,0.6666666666666666
40808,14.88888888888889,15321,1.0
40809,15.5,15321,0.8
40810,21.333333333333332,15322,1.0
40811,21.833333333333332,15322,0.8
40812,23.666666666666668,15322,0.4
40813,17.88888888888889,15323,0.6666666666666666
40814,16.0,15323,1.0
40815,16.0,15323,1.0
40816,19.77777777777778,15324,1.0
40817,19.77777777777778,15324,1.0
40818,20.833333333333332,15324,0.8
40819,27.583333333333332,15325,0.28571428571428575
40820,26.88888888888889,15325,0.3333333333333333
40821,22.0,15325,1.0
40822,15.666666666666666,15326,0.4
40823,15.666666666666666,15326,0.4
40824,20.0,15327,0.6666666666666666
40825,20.0,15327,0.6666666666666666
40826,19.88888888888889,15327,0.6666666666666666
40827,25.444444444444443,15328,0.0
40828,25.333333333333332,15328,0.5714285714285715
40829,23.22222222222222,15329,0.6666666666666666
40830,23.0,15329,0.4
40831,28.88888888888889,15330,0.3333333333333333
40832,27.666666666666668,15330,0.0
40833,29.666666666666668,15330,0.0
40834,19.0,15331,0.6666666666666666
40835,17.0,15331,0.8
40836,22.22222222222222,15331,0.0
40837,15.333333333333334,15332,1.0
40838,15.333333333333334,15332,1.0
40839,15.333333333333334,15332,1.0
40840,20.22222222222222,15333,1.0
40841,20.22222222222222,15333,1.0
40842,21.77777777777778,15334,0.6666666666666666
40843,21.77777777777778,15334,0.6666666666666666
40844,21.77777777777778,15334,0.6666666666666666
40845,18.666666666666668,15335,0.8
40846,18.666666666666668,15335,0.8
40847,18.666666666666668,15335,0.8
40848,21.333333333333332,15336,0.8
40849,21.77777777777778,15336,0.6666666666666666
40850,21.333333333333332,15336,0.8
40851,17.11111111111111,15337,1.0
40852,19.555555555555557,15337,0.3333333333333333
40853,18.416666666666668,15337,0.5714285714285715
40854,20.666666666666668,15338,1.0
40855,20.666666666666668,15338,1.0
40856,19.555555555555557,15339,1.0
40857,20.555555555555557,15339,0.6666666666666666
40858,19.555555555555557,15339,1.0
40859,26.11111111111111,15340,0.0
40860,20.555555555555557,15340,0.6666666666666666
40861,15.833333333333334,15340,0.8
40862,13.833333333333334,15341,0.8
40863,13.777777777777779,15341,1.0
40864,13.777777777777779,15341,0.6666666666666666
40865,24.833333333333332,15342,0.8
40866,26.555555555555557,15342,0.3333333333333333
40867,26.11111111111111,15342,0.6666666666666666
40868,24.5,15343,0.4
40869,23.666666666666668,15343,0.6666666666666666
40870,26.333333333333332,15343,0.0
40871,25.22222222222222,15344,0.3333333333333333
40872,29.22222222222222,15344,0.0
40873,31.333333333333332,15344,0.3333333333333333
40874,10.666666666666666,15345,0.4
40875,10.666666666666666,15345,0.4
40876,13.555555555555555,15346,0.6666666666666666
40877,13.555555555555555,15346,0.6666666666666666
40878,13.555555555555555,15346,0.6666666666666666
40879,13.555555555555555,15347,0.6666666666666666
40880,13.555555555555555,15347,0.6666666666666666
40881,13.555555555555555,15347,0.6666666666666666
40882,9.222222222222221,15348,0.6666666666666666
40883,9.11111111111111,15348,1.0
40884,12.666666666666666,15348,0.0
40885,34.333333333333336,15349,0.0
40886,34.5,15349,0.8
40887,16.22222222222222,15350,1.0
40888,16.22222222222222,15350,1.0
40889,18.77777777777778,15350,0.0
40890,14.833333333333334,15351,0.0
40891,9.444444444444445,15351,0.6666666666666666
40892,9.5,15351,0.8
40893,8.666666666666666,15352,0.4
40894,11.88888888888889,15352,0.3333333333333333
40895,18.77777777777778,15353,0.6666666666666666
40896,20.333333333333332,15353,0.8
40897,19.333333333333332,15353,0.8
40898,14.222222222222221,15354,1.0
40899,15.11111111111111,15354,0.6666666666666666
40900,14.88888888888889,15354,0.6666666666666666
40901,13.555555555555555,15355,0.6666666666666666
40902,20.333333333333332,15355,0.0
40903,15.333333333333334,15356,0.0
40904,17.5,15356,0.4
40905,19.333333333333332,15357,1.0
40906,19.77777777777778,15357,0.6666666666666666
40907,18.444444444444443,15358,1.0
40908,13.0,15359,0.8
40909,13.444444444444445,15359,0.6666666666666666
40910,13.0,15359,0.8
40911,12.166666666666666,15360,0.4
40912,12.833333333333334,15360,0.4
40913,10.5,15360,0.8
40914,14.222222222222221,15361,0.6666666666666666
40915,14.88888888888889,15361,0.6666666666666666
40916,13.5,15362,0.4
40917,13.777777777777779,15362,1.0
40918,13.777777777777779,15362,1.0
40919,15.5,15363,0.8
40920,15.11111111111111,15363,1.0
40921,15.5,15363,0.8
40922,20.0,15364,0.4
40923,20.0,15364,0.4
40924,20.833333333333332,15364,0.8
40925,24.88888888888889,15365,0.3333333333333333
40926,24.555555555555557,15365,0.3333333333333333
40927,21.666666666666668,15365,0.6666666666666666
40928,7.666666666666667,15366,0.8
40929,7.666666666666667,15366,0.8
40930,7.666666666666667,15366,0.8
40931,13.666666666666666,15367,0.6666666666666666
40932,12.222222222222221,15367,1.0
40933,12.222222222222221,15367,1.0
40934,12.0,15368,1.0
40935,12.0,15368,1.0
40936,12.0,15368,1.0
40937,13.777777777777779,15369,1.0
40938,13.777777777777779,15369,1.0
40939,13.777777777777779,15369,1.0
40940,29.5,15370,0.8
40941,27.5,15370,0.28571428571428575
40942,27.22222222222222,15370,0.6666666666666666
40943,29.5,15371,0.8
40944,29.5,15371,0.8
40945,29.5,15371,0.8
40946,21.333333333333332,15372,1.0
40947,24.22222222222222,15372,0.3333333333333333
40948,9.555555555555555,15373,1.0
40949,13.666666666666666,15373,0.4
40950,9.333333333333334,15373,0.8
40951,13.666666666666666,15374,0.0
40952,13.333333333333334,15374,0.3333333333333333
40953,14.222222222222221,15375,1.0
40954,14.222222222222221,15376,1.0
40955,14.11111111111111,15376,0.6666666666666666
40956,14.222222222222221,15376,1.0
40957,13.555555555555555,15377,1.0
40958,12.166666666666666,15377,0.8
40959,13.11111111111111,15377,0.6666666666666666
40960,13.555555555555555,15378,1.0
40961,13.11111111111111,15378,0.6666666666666666
40962,15.0,15378,0.3333333333333333
40963,14.444444444444445,15379,0.3333333333333333
40964,14.666666666666666,15379,1.0
40965,13.777777777777779,15379,0.0
40966,9.11111111111111,15380,1.0
40967,9.11111111111111,15380,1.0
40968,10.833333333333334,15381,0.8
40969,11.0,15381,0.4
40970,10.777777777777779,15381,0.6666666666666666
40971,16.22222222222222,15382,0.6666666666666666
40972,19.666666666666668,15382,0.6666666666666666
40973,15.333333333333334,15382,1.0
40974,14.666666666666666,15383,1.0
40975,14.666666666666666,15383,1.0
40976,17.11111111111111,15384,1.0
40977,17.11111111111111,15384,1.0
40978,17.11111111111111,15384,1.0
40979,17.333333333333332,15385,0.6666666666666666
40980,16.666666666666668,15385,1.0
40981,17.333333333333332,15385,0.6666666666666666
40982,14.444444444444445,15386,1.0
40983,16.444444444444443,15386,0.0
40984,16.22222222222222,15386,0.6666666666666666
40985,18.833333333333332,15387,0.0
40986,19.0,15387,0.3333333333333333
40987,16.333333333333332,15387,0.4
40988,17.5,15388,0.4
40989,15.833333333333334,15388,0.8
40990,19.5,15388,0.0
40991,18.0,15389,0.6666666666666666
40992,17.555555555555557,15389,1.0
40993,18.0,15389,0.8
40994,19.11111111111111,15390,0.6666666666666666
40995,17.555555555555557,15390,1.0
40996,17.555555555555557,15390,1.0
40997,28.88888888888889,15391,1.0
40998,28.88888888888889,15391,1.0
